AREA_NM,AREA_CONGEST_LVL,AREA_CONGEST_MSG,AREA_PPLTN_MIN,AREA_PPLTN_MAX,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,NON_RESNT_PPLTN_RATE,REPLACE_YN,PPLTN_TIME,ROAD_MSG,ROAD_TRAFFIC_IDX,ROAD_TRFFIC_TIME,ROAD_TRAFFIC_SPD,ACDNT_CNTRL_CNT,WEATHER_TIME,TEMP,SENSIBLE_TEMP,MAX_TEMP,MIN_TEMP,HUMIDITY,WIND_DIRCT,WIND_SPD,PRECIPITATION,PRECPT_TYPE,PCP_MSG,SUNRISE,SUNSET,UV_INDEX_LVL,UV_INDEX,UV_MSG,PM25_INDEX,PM25,PM10_INDEX,PM10,AIR_IDX,AIR_IDX_MVL,AIR_IDX_MAIN,AIR_MSG,NEWS_LIST
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9500,10000,42.8,57.2,0.1,9.7,31.9,14.9,12.4,14.7,9.1,7.3,17.5,82.5,N,2023-03-21 14:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 14:55,17,0,2023-03-21 15:01,19.8,21.6,22,4,13,S,1.6,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,40,보통,75,보통,87,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
역삼역,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,40000,42000,55.9,44.1,0.0,0.8,24.2,34.4,22.0,10.8,4.9,2.8,42.8,57.2,N,2023-03-21 14:25,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-21 14:55,14,0,2023-03-21 15:01,20.5,22.1,22,4,14,NNE,2.4,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,33,보통,59,보통,82,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
연신내역,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,6000,6500,40.3,59.7,0.7,4.2,17.2,15.3,13.7,17.2,16.2,15.5,21.1,78.9,N,2023-03-21 14:25,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-21 14:55,14,0,2023-03-21 15:01,19.7,21.7,21,3,14,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,30,보통,53,보통,82,O3,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,16000,18000,53.7,46.3,0.1,1.6,20.8,24.1,20.7,17.0,9.5,6.1,29.2,70.8,N,2023-03-21 14:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 14:55,23,0,2023-03-21 15:01,19.8,21.6,21,5,13,S,1.6,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,36,보통,64,보통,95,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
경복궁·서촌마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,39.8,60.2,0.2,8.9,21.0,21.0,17.7,14.7,10.3,6.3,25.1,74.9,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,18,0,2023-03-21 15:51,21.7,23.7,21,5,15,ENE,1.4,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,47,보통,85.0,O3,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
광화문·덕수궁,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,34000,36000,51.3,48.7,0.0,1.8,17.2,26.6,25.5,17.0,7.7,4.1,34.7,65.3,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,16,0,2023-03-21 15:51,21.7,23.7,21,5,15,ENE,1.4,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,47,보통,85.0,O3,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
창덕궁·종묘,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,16000,18000,50.7,49.3,0.0,3.9,22.1,19.0,18.4,18.8,10.9,6.9,32.1,67.9,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,15,0,2023-03-21 15:51,21.7,23.7,21,5,15,ENE,1.4,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,47,보통,85.0,O3,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
강남 MICE 관광특구,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,20000,22000,48.2,51.8,0.0,1.4,23.7,31.5,23.6,12.7,5.3,1.8,33.0,67.0,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-21 15:55,13,0,2023-03-21 15:51,20.6,22.4,22,4,13,SSE,1.9,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,51,보통,85.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
동대문 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,22000,24000,43.7,56.3,0.1,3.9,18.2,22.0,19.1,15.9,12.9,7.8,21.1,78.9,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,16,0,2023-03-21 15:51,21.7,23.7,21,5,15,ENE,1.4,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,47,보통,85.0,O3,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
명동 관광특구,약간 붐빔,사람들이 몰려있을 가능성이 크고 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,68000,70000,47.7,52.3,0.1,1.8,18.0,26.5,23.2,15.8,9.3,5.3,30.3,69.7,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-21 15:55,13,2,2023-03-21 13:30,2023-03-21 16:00,집회및행사,집회/시위,집회 13:30∼16:00 시청동편 ↔ 대한문|※행진:시청동편→시청뒷목길→시의회→대한문→시청동편(1개차로|행진),126.97896679299487,37.56647482459018,2023-03-21 15:53,2023-03-21 11:56,2023-03-21 18:00,기타,기타,무교로 (개풍로터리 → 시청동편) 1|2차로 집회 무대설치작업 기타,126.97920651239531,37.566469034168705,2023-03-21 15:53,2023-03-21 15:51,21.7,23.7,21,5,15,ENE,1.4,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,37,보통,50,보통,90.0,O3,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
이태원 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,10000,12000,44.3,55.7,0.1,1.5,25.7,29.2,18.6,12.4,7.7,4.9,26.9,73.1,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,18,0,2023-03-21 15:51,21.2,23.4,21,5,12,SSE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,보통,44,보통,92.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
잠실 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,50000,52000,45.0,55.0,0.2,3.1,24.5,25.2,17.3,14.1,9.7,5.8,25.0,75.0,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,22,0,2023-03-21 15:51,21.3,23.5,21,4,13,NNE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,점검중,0,점검중,0,점검중,점검중,,원본 시스템 서비스 점검중입니다.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
종로·청계 관광특구,붐빔,사람들이 몰려있을 가능성이 매우 크고 많이 붐빈다고 느낄 수 있어요. 인구밀도가 높은 구간에서는 도보 이동시 부딪힘이 발생할 수 있어요.,36000,38000,52.8,47.2,0.0,1.8,17.1,18.1,17.7,17.9,15.4,12.0,27.5,72.5,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-21 15:55,13,0,2023-03-21 15:51,21.7,23.7,21,5,15,ENE,1.4,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,47,보통,85.0,O3,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
홍대 관광특구,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,54000,56000,44.3,55.7,0.1,3.6,35.8,26.2,16.0,9.5,5.5,3.2,28.6,71.4,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-21 15:55,14,0,2023-03-21 15:51,19.4,21.3,20,5,17,SSE,1.4,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,32,보통,46,나쁨,105.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
가로수길,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,30000,32000,43.5,56.5,0.2,4.0,26.4,28.2,19.4,11.3,6.7,3.8,31.7,68.3,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,17,2023-03-21 14:28,2023-03-21 18:00,공사,시설물보수,압구정로 (한남IC동측 → 압구정역) 3차로 시설물보수| 논현로 강남을지병원 방향 우회전차로가 차단,127.0269547011362,37.52630125257709,2023-03-21 15:53,8,2023-03-21 15:51,21.2,23.4,22,4,12,SSE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,51,보통,85.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
낙산공원·이화마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,200,300,49.7,50.3,0.4,7.5,25.0,12.3,16.2,15.5,11.2,11.8,34.3,65.7,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,16,0,2023-03-21 15:51,21.7,23.7,21,5,15,ENE,1.4,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,24,보통,46,보통,82.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
노량진,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,54.7,45.3,0.1,3.4,37.4,20.2,13.3,12.6,7.7,5.2,25.4,74.6,N,2023-03-21 15:20,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-21 15:55,37,0,2023-03-21 15:51,20.8,23.1,20,5,12,SSE,0.7,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,36,보통,57,나쁨,109.0,PM-2.5,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
북촌한옥마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,45.6,54.4,0.1,11.3,18.5,18.1,18.2,18.9,8.4,6.6,26.5,73.5,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,17,0,2023-03-21 15:51,21.7,23.7,21,5,15,ENE,1.4,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,47,보통,85.0,O3,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
성수카페거리,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,12000,14000,49.5,50.5,0.1,2.1,29.7,27.8,17.6,12.9,6.7,3.1,28.7,71.3,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-21 15:55,16,0,2023-03-21 15:51,21.2,23.4,22,4,12,SSE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,29,보통,54,보통,90.0,PM-2.5,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
수유리 먹자골목,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,10000,12000,43.7,56.3,0.2,3.5,20.3,16.0,16.9,18.8,13.8,10.6,32.1,67.9,N,2023-03-21 15:20,해당 장소로 이동·진입시 시간이 오래 걸릴 수 있어요.,정체,2023-03-21 15:55,14,0,2023-03-21 15:51,20.4,22.6,22,4,10,E,0.9,-,없음,비 또는 눈 소식이 없어요.,06:38,18:42,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,25,보통,48,보통,81.0,O3,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '경보', 'ANNOUNCE_TIME': '2023-03-17 11:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-19 16:00', 'COMMAND': '변경발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
