교대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,55.3,44.7,0.0,3.3,18.9,26.7,21.8,15.5,8.1,5.7,42.9,57.1,N,2023-03-16 01:25,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-16 01:55,25,0,2023-03-16 02:01,3.9,4.8,13,7,30,SSE,1.8,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,나쁨,120,나쁨,138,PM-10,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
구로디지털단지역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,56.4,43.6,0.2,1.6,23.1,27.4,20.2,14.3,7.5,5.6,44.8,55.2,N,2023-03-16 01:25,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-16 01:55,26,0,2023-03-16 02:01,4,4.9,12,8,31,SSE,1.8,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,11,나쁨,114,나쁨,136,PM-10,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
서울역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,1000,1500,62.7,37.3,0.3,1.8,14.0,22.5,22.4,18.7,13.7,6.7,39.9,60.1,N,2023-03-16 01:25,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-16 01:55,25,0,2023-03-16 02:01,2.2,3.5,12,7,39,SE,1.3,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,103,보통,98,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
선릉역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,14000,16000,53.7,46.3,0.2,5.6,19.5,27.1,23.8,12.7,7.3,3.8,41.0,59.0,N,2023-03-16 01:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 01:55,22,0,2023-03-16 02:01,3.9,4.8,13,7,30,SSE,1.8,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,나쁨,95,보통,89,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
신도림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,700,800,53.0,47.0,0.5,4.3,13.7,20.8,26.0,17.5,12.2,5.0,70.8,29.2,N,2023-03-16 01:25,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-16 01:55,33,0,2023-03-16 02:01,2,4.6,12,7,30,SE,0.6,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,10,나쁨,86,보통,89,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
신림역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,9000,9500,56.9,43.1,0.1,3.6,43.7,25.1,11.9,7.5,5.0,3.1,36.5,63.5,N,2023-03-16 01:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 01:55,21,0,2023-03-16 02:01,2,4.6,12,7,30,SE,0.6,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,8,나쁨,86,보통,84,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}}"
신촌·이대역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,43.3,56.7,0.0,8.4,58.6,15.0,7.0,5.0,3.4,2.5,38.2,61.8,N,2023-03-16 01:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 01:55,22,0,2023-03-16 02:01,3.6,4.1,12,8,35,SE,2.2,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,나쁨,120,나쁨,120,PM-10,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
왕십리역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,50.0,50.0,0.0,8.8,45.8,15.2,8.6,8.5,7.5,5.7,49.4,50.6,N,2023-03-16 01:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 01:55,23,0,2023-03-16 02:01,3.9,4.6,13,7,28,SE,2,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,11,나쁨,90,보통,90,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
역삼역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,8000,8500,58.2,41.8,0.2,2.2,24.7,29.0,21.1,12.3,7.2,3.5,33.6,66.4,N,2023-03-16 01:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 01:55,23,0,2023-03-16 02:01,3.9,4.8,13,7,30,SSE,1.8,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,나쁨,95,보통,89,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
연신내역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,50.4,49.6,0.3,3.8,27.4,20.1,13.8,13.9,11.2,9.6,51.7,48.3,N,2023-03-16 01:25,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 01:55,19,0,2023-03-16 02:01,-1.8,3.6,12,6,62,N,0.1,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,18,나쁨,118,나쁨,118,PM-10,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
용산역,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,53.6,46.4,0.7,3.9,16.2,22.9,18.5,17.6,13.4,6.8,45.7,54.3,N,2023-03-16 01:25,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-16 01:55,31,0,2023-03-16 02:01,3.9,4.6,12,7,28,SE,2,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,11,나쁨,120,나쁨,125,PM-10,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
경복궁·서촌마을,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,48.7,51.3,0.3,6.6,13.1,17.4,20.3,18.5,11.8,12.1,73.4,26.6,N,2023-03-16 02:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 02:55,24,0,2023-03-16 02:51,1.5,3.7,10,0,42,SE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,109,나쁨,112,PM-10,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
광화문·덕수궁,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,2500,3000,59.0,41.0,0.0,1.0,15.5,23.5,19.0,20.4,11.3,9.4,46.1,53.9,N,2023-03-16 02:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 02:55,23,0,2023-03-16 02:51,1.5,3.7,10,0,42,SE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,109,나쁨,112,PM-10,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
창덕궁·종묘,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,52.9,47.1,0.1,6.0,24.8,18.4,14.7,16.5,11.4,8.3,55.6,44.4,N,2023-03-16 02:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 02:55,19,0,2023-03-16 02:51,1.5,3.7,10,0,42,SE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,109,나쁨,112,PM-10,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
강남 MICE 관광특구,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,700,800,76.4,23.6,0.0,1.2,17.8,25.9,23.5,18.5,11.6,1.5,21.7,78.3,N,2023-03-16 02:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 02:55,19,0,2023-03-16 02:51,3.6,4.5,11,0,35,SSE,1.7,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,15,나쁨,95,보통,89,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
동대문 관광특구,보통,사람이 몰려있을 수 있지만 크게 붐비지는 않아요. 도보 이동에 큰 제약이 없어요.,18000,20000,52.1,47.9,0.1,1.7,20.2,30.9,21.5,14.1,8.2,3.4,36.5,63.5,N,2023-03-16 02:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 02:55,21,0,2023-03-16 02:51,1.5,3.7,10,0,42,SE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,109,나쁨,112,PM-10,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
명동 관광특구,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3500,4000,62.1,37.9,0.0,2.8,16.9,22.1,24.2,17.6,11.5,4.9,31.2,68.8,N,2023-03-16 02:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 02:55,22,0,2023-03-16 02:51,1.5,3.7,10,0,42,SE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,103,보통,98,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}]}"
이태원 관광특구,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,52.1,47.9,0.5,2.2,24.1,26.3,17.0,11.9,9.6,8.3,52.2,47.8,N,2023-03-16 02:20,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-16 02:55,26,0,2023-03-16 02:51,3.6,3.8,11,0,31,SE,2.5,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,11,나쁨,120,나쁨,125,PM-10,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
잠실 관광특구,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,51.5,48.5,0.5,5.1,20.7,23.0,18.5,14.6,10.8,6.8,44.8,55.2,N,2023-03-16 02:20,해당 장소로 이동·진입하는 도로가 크게 막히지 않아요.,원활,2023-03-16 02:55,29,0,2023-03-16 02:51,3.9,4.7,11,0,26,SSE,1.9,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,104,보통,98,PM-10,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,"{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
종로·청계 관광특구,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5000,5500,57.8,42.2,0.1,3.7,20.3,20.4,20.7,17.4,11.0,6.4,46.0,54.0,N,2023-03-16 02:20,해당 장소로 이동·진입시 시간이 다소 소요될 수 있어요.,서행,2023-03-16 02:55,21,0,2023-03-16 02:51,1.5,3.7,10,0,42,SE,0.8,-,없음,비 또는 눈 소식이 없어요.,06:43,18:40,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,좋음,13,나쁨,109,나쁨,112,PM-10,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.","{'NEWS_LIST': [{'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-12 21:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': '야외활동은 최대한 자제해주세요.외출 시 보온에 유의해주세요.외출 중 주기적으로 따뜻한 곳에서 휴식을 취해주세요.'}, {'WARN_VAL': '건조', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '발표', 'CANCEL_YN': '정상', 'WARN_MSG': None}, {'WARN_VAL': '한파', 'WARN_STRESS': '주의보', 'ANNOUNCE_TIME': '2023-03-13 10:00', 'COMMAND': '해제', 'CANCEL_YN': '정상', 'WARN_MSG': '해당 특보는 해제되었습니다.'}]}"
